artist,album_title,year,label,thumb,release_url,track_count,tracklist
Opozycja,Jazda Próbna,2003,"Zooteka Records, www.snakesmusic.com.pl",https://i.discogs.com/KOwoGMtBaXNT_PmFskj8Q73t-zoJEMuqIz_ACjdODw8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0OTMy/NDItMTU4MDgyNTUy/Ny0zNDg2LmpwZWc.jpeg,https://api.discogs.com/releases/1493242,33,1: Intro 2: The return 3: Stainless 4: War 5: Boom 6: Limb by limb 7: Pass the budda 8: Hard fi do 9: Rip up da show 10: Who am i 11: Ladyz anthem 12: Weed 13: My crew 14: Chi chi man 15: Where's the party at 16: Google 17: Headz low 18: Heat 19: Hot gal 20: Dem fight 21: Allright 22: Ghetto red hot 23: Mattres jockey 24: Punny printer 25: Whee 26: Punny printer 27: Special (black ice riddim) 28: Basement party 29: Ting-a-ling 30: Heads high 31: Ice cream 32: Not another word 33: Murderer
Bisz / Radex,Wilczy Humor,2015,Phat Vibez Records,https://i.discogs.com/SJa42PQE3RXKMAz-1lXudWJ_HMemPRP_GbLpnA41fIg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY3NDAx/MTMtMTQyNTY2MDA0/OC05NDQ4LmpwZWc.jpeg,https://api.discogs.com/releases/6740113,8,1: Intro 2: Theme music 3: The cycle 4: Give me some flava 5: Hip-hop blues 6: Straight out 7: Through the night 8: Outro
Abel,Ostatni Sarmata,2013,Nielegal (DJ Hubson Self-released),https://i.discogs.com/0NvUBLAtvVfl07LLIH6cliiLEx1XmvatTCHVNIUtznI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ4NjU5/ODctMTM3Nzk1MDY1/Mi0zODkxLmpwZWc.jpeg,https://api.discogs.com/releases/4865987,37,"1: Intro 2: Time 3: What's that sound? 4: Sunshine 5: A little less conversation (jxl radio edit remix) 6: Tańcz 7: Get! 8: Defto 9: The real party 10: Let it dumb 11: Otis 12: Po prostu lato 13: Deeper underground 14: Bug a boo 15: Tricka technology 16: This is how we do it 17: Ring ring ring 18: Jedno z takich miejsc 19: Shine 20: I wish 21: Lowrider 22: Thrift shop 23: Lean back 24: Feel me flow 25: Danger 26: Guess who's back 27: Slam harder 28: Try again 29: Nie pytaj nas 30: E.v.e. 31: Break ya neck 32: The one 33: Chciałem iść do domu, ale... (alkopoligamia studio spontan) 34: It's a good day 35: Ile mogę? 36: Peepin' my style 37: Dźwięki stereo"
Various,CD Club Promo Only August 2010 Part 2,2010,Nielegal (Emuzeti Self-released),https://i.discogs.com/Uzw5HL6PxZrYwDc_pdKy6m3g-k0Ld2yBiz16rgDoPgI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM5NTY4/OTAtMTM1MDU2MDg5/Ni01NDY5LmpwZWc.jpeg,https://api.discogs.com/releases/3956890,26,"1: Intro 2: To co mam 3: Miasto życia, miasto śmierci 4: To nie koniec 5: Bo to czas 6: Szerokiej drogi 7: Farmazon 8: Skit 9: Kto szuka ten znajdzie 10: Sam i cały świat 11: Pieczęć 2010 12: Wiesz 13: Dokąd to 14: Na lepsze 15: Hej maleńka 16: Do grobowej deski 17: Skit 18: Nie do zrozumienia 19: To mój dom 20: Echo 21: Czas na nas : Bonus tracks 22: Miasto życia, miasto śmierci 23: Nomen omen - demo (08r.-09r.) 24: Zatrzymaj się tam. mixtape 25: Dość. mixtape"
Belmondawg,Pappardelle all'arrabbiata,2019,TIW Music,https://i.discogs.com/vyqAQDQBxhpajxAVSIPn9JD65rdkjxRL2XihNb89N_0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2MTA5/NjcxLTE2MDM1Nzcx/NjAtMTA5Ni5qcGVn.jpeg,https://api.discogs.com/releases/16109671,8,1: Intro 2: To co nas czyni ludźmi 3: Niech wygra hip-hop 4: Lato '99 5: Ciary 6: Trzeba uwierzyć 7: Miejski vibe 8: Outro
Kanał Audytywny,Pokonuje Mile,2003,"Pomaton EMI, Baza Lebel, EMI Uden",https://i.discogs.com/6FVLKfLgdjjKVIMs8yuVR4yTyXBAEcLXJp7kc2YILhk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxNzcy/ODQtMTU4MDgyNTc2/OS04MTM0LmpwZWc.jpeg,https://api.discogs.com/releases/2177284,18,1: Intro 2: To dla moich ludzi 3: Rewolucja jest blisko 4: Międzyosiedlowy r.a.p. 5: Zawistne serce 6: Skit wwa 7: Tak od siedmiu lat 8: Skit wwa 2 9: Kolaż 10: My przeciwko im 11: Wyobraź sobie 12: Skit mama 13: Automotywacja 14: Skit julka 15: Rzeczywisty film 16: Ej ! 17: Rzeczywisty film 18: Każdy chce kochać ii
Szpilersi,zDECydowanie,2012,Pomaton EMI,https://i.discogs.com/fLhJzSF0IiEtRBmkQu4enyggn-ckGj7-PnJloxTXP9o/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQzNTg3/ODYtMTM2Mjc1NTYy/NS0zMDcwLmpwZWc.jpeg,https://api.discogs.com/releases/4358786,18,1: Intro 2: To dla moich ludzi 3: Rewolucja jest blisko 4: Międzyosiedlowy r.a.p. 5: Zawistne serce 6: Skit wwa 7: Tak od siedmiu lat 8: Skit wwa 2 9: Kolaż 10: My przeciwko im 11: Wyobraź sobie 12: Skit mama 13: Automotywacja 14: Skit julka 15: Rzeczywisty film 16: Ej ! 17: Rzeczywisty film 18: Każdy chce kochać ii
Funky Carnivale,EP,2011,"Nielegal (2sty (2) Self-released), Nielegal (Bidikostu Self-released)",https://i.discogs.com/os-f2t7KY6sRXKAVG-NF-9oNlS-zeiTPGvsD8WHuIfk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwNDU1/NzYtMTMxMzE3NTA2/OC5qcGVn.jpeg,https://api.discogs.com/releases/3045576,15,"1: Intro 2: To dobry rap ziomek 3: Chcę mieć ten luz 4: Najebanycrew! 5: Nie wiem 6: Chłopak na opak 7: Numer jeden 8: Jeśli czujesz to co ja 9: Taniec do domu 10: Chwila, moment 11: Dobry dzień 12: Jak się nazywasz? 13: Sposoby 14: ..., ludzie, pieniądze 15: Outro"
ManyPro,Czas Niesie Zmiany,2012,"Wielkie Joł, Urban City",https://i.discogs.com/uBV8__VzMPD8aImmuQJOLVPYN15s3Chuvg6OK9fgCLE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3OTgz/NjQtMTU2NTcwMjc4/Ni05NTMyLmpwZWc.jpeg,https://api.discogs.com/releases/3798364,17,1: Intro 2: To jest dobre 3: Droga do odkupienia 4: Robię dalej 5: Bomby na miasto remix 6: Gdzie tamci murzyni? 7: Mamy moc by wygrać 8: Dalej 9: Warszawa gnie cię 10: Dwadzieścia lat 11: Nie zamierzam odejść 12: Co z tą forsą? 13: 80 milionów 14: Syn marnotrawny 15: Xxl 16: Mama ma mama da 17: Upadłe anioły
Mr. Polska,Bajki Na Dobranoc,2019,Szpadyzor Records,https://i.discogs.com/k6u5TfnonyWIoOunwk9Ywkgm66kj5BRoS-RHUFcy0S4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0OTk1/MTU4LTE1ODUyNTE1/NDYtNzk5MC5wbmc.jpeg,https://api.discogs.com/releases/14995158,18,1: Intro 2: To jest mixtape 3: Niesie się flow 4: 13 (blend) 5: Rapokalipsa 6: The reverb for hip hop 7: Mechanizm bragga (blend) 8: Nocne zażyłości 9: Płoną wersy (blend) 10: Salut 11: Droga jest nie tędy 12: Nie będę tańczył (blend) 13: Pijany bankrut (rmx) 14: Globtrotter 15: Szanuj nas (blend) 16: Życie to bezcen 17: To dla tych kumatych 18: Outro
Smagalaz,Dorzucamy Do Grilla Mixtape,2011,Szpadyzor Records,https://i.discogs.com/vNa4l1f1tfTECerQgwHQPkUDyZZueQsPpEUOTnt8ffQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwODYx/MDQtMTU2MTcwNjE2/Mi0xOTg3LmpwZWc.jpeg,https://api.discogs.com/releases/3086104,18,1: Intro 2: To jest mixtape 3: Niesie się flow 4: 13 (blend) 5: Rapokalipsa 6: The reverb for hip hop 7: Mechanizm bragga 8: Nocne zażyłości 9: Płoną wersy 10: Salut 11: Droga jest nie tędy 12: Nie będę tańczył 13: Pijany bankrut 14: Globtrotter 15: Szanuj nas 16: Życie to bezcen 17: To dla tych kumatych outro 18: Outro
Various,October 2012 Part 5,2012,Wielkie Joł,https://i.discogs.com/S3rtwkgFlZzYGAbLAOF3X--FUP_HeMG9wFoJQK3Oe48/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNzM4/OTMtMTM1NzY3ODEy/My05Mzk3LmpwZWc.jpeg,https://api.discogs.com/releases/4173893,17,1: Intro 2: To jest rap (tuniziano blend) 3: Każdy z nas 4: Dalej (tuniziano blend) 5: Po mimo wiatru 6: Nie odejdę stąd (tuniziano blend) 7: Wake up 8: 3 dni (tuniziano blend) 9: Zabójcza broń 10: Czysta brudna prawda 11: Z innej bajki (tuniziano blend) 12: Dotykamy gwiazd / kupujcie polskie rap płyty (tuniziano blend) 13: Nie dam za wygraną (tuniziano blend) 14: Mów co chcesz (tuniziano blend) 15: Machine gun (tuniziano blend) 16: Yoł & yellow 17: Melo (tuniziano blend)
Various,Boże Narodzenie 2003,2003,Pro Kreacja Hip Hop Label,https://i.discogs.com/QzMktEKOZU5jrKuU6haTiVp2O6N3aoX-zV2kQOxLvg0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgxNDY3/MTQtMTU4MjEzNjA3/MC01NzU2LmpwZWc.jpeg,https://api.discogs.com/releases/8146714,16,1: Intro 2: To jest to o czym mówić chcę 3: Przeszczep 4: Czysta karta 5: Skit 6: Sprawiedliwość 7: Wiesz jak jest 8: Inne rzeczy w głowie 9: Idee 10: Vis-a-vis 11: Wszystko dla ludzi 12: Xxx 13: Toast 14: Outro 15: Vis-a-vis - rebel mix Video: Czysta karta
DJ DTL,PL Funk Blend Tape,2016,Ciemna Strefa,https://i.discogs.com/l0YkRJfshuWS7dTSO7I_-3z31sb0AcUxQOjOQHTXg4k/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwNzE3/NzE2LTE2MzUxMDg1/NzgtOTQ2Ni5qcGVn.jpeg,https://api.discogs.com/releases/20717716,18,"1: Intro 2: To moje życie 3: Borutniczy styl 4: Rap prawdziwy 5: Jazda z tematem 6: W dobrą stronę 7: Czas ucieka mi przez palce 8: Milczenie jest złotem 9: lepsza polska 10: C'est la vie 11: Życie to zagadka 12: Kozak feat kieca, szaszłyk, clin 13: Daje dużo od siebie 14: Rzeczywistość : Bonus track 15: Przetrwasz 16: R.i.p. 17: Outro"
Chełmo,Mixtape Połamane Restrykcje,2010,Maccabra Label,https://i.discogs.com/Dp513IjA-zm2gD4GzySGbzJvWX6Q5WtjzDx77pnY_Mw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MzE5/MTU0LTE2NjE1MDcz/NjYtMTkwMy5qcGVn.jpeg,https://api.discogs.com/releases/24319154,17,1: Intro 2: To nie koniec 3: Panamera (maccabra banda) feat cegła 4: Szanuj nas feat cuty dj soina 5: Przeliczam plik 6: Poza kontrolą 7: Pokusa feat k8 8: Blunty w górę 9: Zachowaj sekret 10: Wybuchowa receptura 11: Fałszywy krok 12: Jebać ten syf 13: Jedna pasja feat dj pac one 14: Boisz się 15: Polewamy czystą 16: Łapię życie za pysk 17: Zachowaj sekret remix
Various,CD Club Promo Only 7/2011,2011,Nielegal,https://i.discogs.com/imAq9vDP-xmslpHrxqqM-sFYEoFkwlg5P8iOcmdxvKg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwNzU4/Njg0LTE1MDM3OTAw/MDAtMjQ2OS5qcGVn.jpeg,https://api.discogs.com/releases/10758684,13,"1: Intro 2: To znów my 3: Sprawdź zawodnika 4: O tym czego ci brak 5: Piesku 6: Miasto krzyczy 7: Ludzie w czerni 8: Pochłonięci brudem miasta 9: Problem, który wszystkich dręczy 10: Wybór 11: Nie patrzmy w tył 12: Pindy 13: Jeden dzień z życia"
Ideo,Stan Rzeczy,2000,RRX,https://i.discogs.com/IeYDAqu9HDFmgZ-I0diEAarVQa5VtT8NCzFT87K94Wo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2MDEw/OTctMTU4MDk5ODk2/OC01MzIyLmpwZWc.jpeg,https://api.discogs.com/releases/1601097,18,1: Intro 2: Towar to sprawdzony maksymalnie czysty 3: Ja tu wsiadam (skit) 4: Szczecin cz.1 5: Styl nad style (gloria) 6: Wiatr w oczy 7: Upalne lato miejskie cz.2 8: Czas na zmainy 9: 1 na 100 10: Te same... 11: Jestdobrze 12: To mnie cieszy 13: Pragnienia (skit) 14: Wiara 15: Lekcja (skit) 16: Koniec 17: Styl nad style (electric rudeboyz mix) 18: Szczecin cz.2
Okoliczny Element,Teatr Uliczny,2013,Aptaun Records,https://i.discogs.com/GbBs9iecWdeS0TIU_N2cRXGCD4rrygR3bf-tSrN8rdU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ1NzYx/ODctMTU4MDkxMDI5/My00MjIzLmpwZWc.jpeg,https://api.discogs.com/releases/4576187,13,1: Intro 2: Trafiam 3: Jest pięknie dziś 4: Zrób tak 5: Osiedloowa 6: Złamane sny (44 wersy) 7: Bez talentu 8: Działam 9: Mnie to jara 10: Może kiedyś 11: Do tej gry 12: Egzekucyjny pluton 13: Śmiercionośnik
Various,Strefa Hip Hop 2/2005,2005,Wielkie Joł,https://i.discogs.com/JxCOpJ-C69DCl-VnHscODHJ_8NqfXTe_W1fQ20uSiPs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxODI3/NC0xNjcyMDIzMjE5/LTQzMjYuanBlZw.jpeg,https://api.discogs.com/releases/418274,19,1: Intro 2: Trenuj karkiem 3: Wiesz jak jest 4: Chłód 5: 5 element 6: Liryczny wandal 7: Cisza 8: To my 9: Drewnianej małpy rock 10: 10 powodów 11: Rosyjska ruletka 12: Podobno 13: Pią pią 14: Znasz mnie? 15: Drewnianej małpy rock (tabbremix) 16: Hiphophominid 17: Te typy 18: Chropowato 19: Nadzieja
B.A.K.U.,Poznaj Mnie,2013,"Szpadyzor Records, Szpadyzor Records, Szpadyzor Records, Fonoplastikon, Fonoplastikon, Szpadyzor Records",https://i.discogs.com/A8F-nmLlWsU_IFobLjX9wUxfoKWCTbqRcJkRcxK0ATM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYwMTk0/NTctMTQwODk3NTA4/MC02MzgyLmpwZWc.jpeg,https://api.discogs.com/releases/6019457,19,1: Intro 2: Trenuj karkiem 3: Wiesz jak jest 4: Chłód 5: 5 element 6: Liryczny wandal 7: Cisza 8: To my 9: Drewnianej małpy rock 10: 10 powodów 11: Rosyjska ruletka 12: Podobno 13: Pią pią 14: Znasz mnie? 15: Drewnianej małpy rock (tabbremix) 16: Hiphophominid 17: Te typy 18: Chropowato 19: Nadzieja
Kartky,Blackout,2017,"Szpadyzor Records, Szpadyzor Records, Szpadyzor Records, My Music",https://i.discogs.com/IKPL9_xArCMfCNBnKID8IxCJphRuESms2Vad683YGFo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExOTkx/OTM2LTE1MjYxNDU4/NDYtOTcwMy5qcGVn.jpeg,https://api.discogs.com/releases/11991936,19,1: Intro 2: Trenuj karkiem 3: Wiesz jak jest 4: Chłód 5: 5 element 6: Liryczny wandal 7: Cisza 8: To my 9: Drewnianej małpy rock 10: 10 powodów 11: Rosyjska ruletka 12: Podobno 13: Pią pią 14: Znasz mnie? 15: Drewnianej małpy rock (tabbremix) 16: Hiphophominid 17: Te typy 18: Chropowato 19: Nadzieja
Various,Gorąca 100 Radio Eska,2007,Polskie Radio,https://i.discogs.com/wXN0s4EIEkJ_sPUrrSXXnJBi1Yx6TlX6XiB9ErOyg4w/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxODYw/ODgtMTU4MjA1MTQ0/OS0yNjc2LmpwZWc.jpeg,https://api.discogs.com/releases/2186088,20,"1: Intro 2: Troche oldschoolu 3: Apel 4: Pokas 5: Jak za dobrych starych czasów 6: Bielański rytm 7: 07 zgłoś się 8: Atak klonów 9: Hola 10: The game of life 11: Bracia z podwórka 12: Echooloott 13: Sam wiem 14: Marchewka 15: Innervisions 16: Miejsca i ludzie 17: Hip hop luv 18: Myślispływ 19: Być może, być może 20: I'm so the best"
Głowa,"Jak Nie Dzisiaj, To Kiedy?",2016,Nielegal,https://i.discogs.com/PRykFKKzT9WrGSg6tynHxsrR79CEYhvSErzvuiHG1XA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgxNzM1/NzAtMTQ1NjUxOTY5/Ni05MTA4LmpwZWc.jpeg,https://api.discogs.com/releases/8173570,22,1: Intro 2: Tsz 3: Majk czeka 4: Funky fachowiec 5: Łoman 6: Fonk 7: Dobry kicz skit 8: Popping 9: To się sciąga 10: Strit lajf 11: Żyję i kopię 12: Outro 13: Tsz (instrumental) 14: Majk czeka (instrumental) 15: Funky fachowiec (instrumental) 16: Łoman (instrumental) 17: Fonk (instrumental) 18: Dobry kicz skit (instrumental) 19: Popping (instrumental) 20: To się sciąga (instrumental) 21: Strit lajf (instrumental) 22: Żyję i kopię (instrumental)
Wac Toja,Turboboots,2018,RPS Enterteyment,https://i.discogs.com/wSjj-Mfvd9ig0zlBz4G4hRi4_BOwgJ5g6MkMKD4KPbQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyOTQ1/NTE4LTE1NDUwNzE1/ODYtMzE3Ni5qcGVn.jpeg,https://api.discogs.com/releases/12945518,18,1: Intro 2: Tu jest najlepiej 3: 25_godzin 4: Real talk 5: Moja ambicja 6: Drama 7: Nie bądź zdziwiony 8: Być jak nasir jones 9: Głucha noc 2 10: Amber 11: Na tych ulicach 12: Życiówka 13: Uważaj czego sobie życzysz 14: Powracający sen 15: W potrzasku 16: Przemoc i sex 17: Tylko zwycięstwo 18: Gdy jest po wszystkim
W.E.N.A.,Montana Max,2018,RPS Enterteyment,https://i.discogs.com/zYVjU7x_Dd5Y0Bk5hsyxI5SxPqCJh0E9dYMn0fz8cJI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mjc4/OTUyLTE1NzEzMjU5/NzctMzEwNy5qcGVn.jpeg,https://api.discogs.com/releases/14278952,16,1: Intro 2: Tu jest najlepiej 3: 25_godzin 4: Real talk 5: Moja ambicja 6: Drama 7: Nie bądź zdziwiony 8: Głucha noc 2 9: Amber 10: Na tych ulicach 11: Życiówka 12: Uważaj czego sobie życzysz 13: Powracający sen 14: W potrzasku 15: Przemoc i sex 16: Tylko zwycięstwo
Various,CD Club Promo Only April 2010 Part 4,2010,"Mosley Music Group, Zone 4, Interscope Records, Universal Music Polska",https://i.discogs.com/e1g78j4C_gf5THFlDyA78vXUpOoGl6tccjm7yABp_Zg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTk4MjMz/NzQtMTQ4Njg5Mzkz/MC03MDU2LmpwZWc.jpeg,https://api.discogs.com/releases/9823374,19,1: Intro 2: Turnin' me on 3: Get your money up 4: Return the favor 5: Knock you down 6: Slow dance 7: Make love 8: Intuition 9: How does it feel 10: Alienated 11: Tell him the truth 12: Change me 13: Energy 14: Where did he go : Bonus tracks: 15: The way i are 16: Scream 17: Do it 18: I like (jost & grubert radio mix)
Pokahontaz,Renesans,2018,Nielegal,https://i.discogs.com/kkDqdrRE8JZbKlsYmIPsAhcRafIpLHriqc73IrHJDRA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5NTY5/MTk2LTE2MjY4NTEz/NjYtMzY0MS5qcGVn.jpeg,https://api.discogs.com/releases/19569196,9,1: Intro 2: Tyle pytań 3: Ludzie 4: Sekrety 5: Rozregulowany 6: Przerwa 7: Nagi 8: Póki co 9: Werdykt końcowy
Nanga,"Sport, Wojna I Miłość",2021,ProPatriae,https://i.discogs.com/vgfflUveLrj1bjDi2XY_94qbGUp8vTvbfEwoUnclqNU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5Mzk4/MjM3LTE3MDQ0NDU0/ODQtNzE3OS5qcGVn.jpeg,https://api.discogs.com/releases/29398237,19,1: Intro 2: Tylko bogu posłuszny 3: zajawka i zarobek 4: Pamiętaj 5: Dzieciom 6: Czuwaj 7: Stara szkoła 8: Emoty 9: Cyrograf 10: Hierarchie 11: Zamiast liści 12: Znicz dla znicza 13: Sparingpartner 14: Miłosierdzie 15: klasyk 16: Warszawa 17: Pułapki 18: Bumerang 19: Życie jest za krótkie
Kali  / Flvwlxss,Droga Koguta,2018,Rhlabel,https://i.discogs.com/lK0YNPvVLBvpteJocC5iUKSKzjEmuFE0ondntT9rYYQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NDk5/MTU1LTE1NzU3OTYz/NDAtNTAzMy5qcGVn.jpeg,https://api.discogs.com/releases/14499155,14,1: Intro 2: Tylko chwila 3: Bóg miał ten plan 4: Tunel 5: Odyseja pierwsza 6: Gwiazda 7: Powiedz mi 8: Zmęczony jestem 9: Umieranie 10: Odyseja druga 11: Prawdziwy hip-hop 12: Król nocy 13: Kaskada 14: Odyseja trzecia
Beteo,Bejbi,2015,"Ganja Mafia Label, Step Dystrybucja, Ganja Mafia Label, Ganja Mafia Label, Concrete Melodiez",https://i.discogs.com/XaCexpiNm_RgS1ViNB4RIVcxmOgKyFb_FZwWRFlQD4c/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgxMTYx/MjYtMTQ1NTQ4NTM3/MC0yMjUwLmpwZWc.jpeg,https://api.discogs.com/releases/8116126,19,1: Intro 2: Tylko swoi ludzie 3: Bomba 4: Mama da tata da 5: Mimo wszystko 6: Miłego dnia 7: Cargo 8: Choreografia 9: Palmy 10: Pętliczek 11: Anatomia 12: Sami swoi 13: Oderwij się 14: Helikopter 15: Od kopa 16: Napad 17: Mało odpowiedzi 18: Tempa 19: Za to
Gieras,Nie dla zer nie dla suk,2012,"Fonografika, Fonografika",https://i.discogs.com/-w2p_p4WNA0spBK8whAatIFL8W9q8Ifu6yqZFehMEBY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM1NjMz/MTUtMTMzNTQyMTA3/Ni5qcGVn.jpeg,https://api.discogs.com/releases/3563315,17,"1: Intro 2: Tylko tyle 3: Konekcion 4: Zawieszeni w próżni 5: S t y l #1 6: Nonstop bez snu 7: Automotywacja rmx 8: Julka 2 lata póżniej (skit) 9: Proste przyjemności 10: Jak nie teraz, to kiedy? 11: S t y l #2 12: Ona i on 13: Ja uciekam 14: Kiedyś 15: S t y l #3 16: List 17: Żyjemy w tym mieście"
Various,December 2005 Part 5,2005,"Anonim Records, www.megaus.pl",https://i.discogs.com/jQ2TSQtxqxV10gtjhc9bt6aXWtt17HjwCZSmKqSLa4c/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxMzI2/NzQtMTU4MDgyNjIy/Ny05MjE1LmpwZWc.jpeg,https://api.discogs.com/releases/2132674,17,"1: Intro 2: Tylko tyle 3: Konekcion 4: Zawieszeni w próżni 5: S t y l 1 6: Nonstop bez snu 7: Automotywacja (remix) 8: Julka 2 lata póżniej (skit) 9: Proste przyjemności 10: Jak nie teraz, to kiedy? 11: S t y l 2 12: Ona i on 13: Ja uciekam 14: Kiedyś 15: S t y l 3 16: List 17: Żyjemy w tym mieście"
Czeski,Kolejny Stopień Wtajemniczenia (2017 Edycja Premium),2016,NutZoutRecords,https://i.discogs.com/Yu8cDzYXwU28Mkq8NM_uuS54kVwgkQlw2AcZaP_JY_w/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTk3NTUy/MDUtMTQ4NTg1Nzgz/Ni0zNjA2LmpwZWc.jpeg,https://api.discogs.com/releases/9755205,14,1: Intro 2: Tysiące fragmentów 3: Kurz i kontuzje 4: Oś 5: Chodź ze mną 6: Nie czekajcie na mnie 7: Wracam 8: Poza kadrem 9: Outro : Hidden tracks 10: Cisza 11: Przed 12: Rickym 13: Chodź ze mną (remixxx)
Somp,Nigdy Za Pięknie,2020,heartfulwear,https://i.discogs.com/k8X-POS0yZvjaUabfrro6kcBGxHTbjPB_Lt-aEyl5TA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0OTgw/Mzk1LTE1ODUzMDMx/MDAtNjEyMy5qcGVn.jpeg,https://api.discogs.com/releases/14980395,13,1: Intro 2: U ciebie też tak jest 3: Grunt 4: To nie moja bajka 5: Bezsilność 6: Bez ładu 7: Maski 8: Pulvis 9: Córkosyn 10: Udław się 11: W ramach się nie mieści 12: #dragitocoorvy 13: Outro
